Unnamed: 0,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,sample_id,实际购买公司名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
165,,,,,100100,兴业银行股份有限公司,企业金融结构性存款,11500,河南恒星科技股份有限公司,结构性存款,自筹资金,公司本身,否
166,,,,,20000,,交通银行蕴通财富结构性存款43天,11504,河南恒星科技股份有限公司,结构性存款,自筹资金,公司本身,否
167,,,,nan天,10000,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11507,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
168,,,,,28000,,“蕴通财富?日增利”S款,11507,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
169,,,,2天,30000,,“蕴通财富?日增利”62天,11507,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
170,,,,nan天,15000,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11508,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
171,,,,76天,30000,,“蕴通财富?日增利”76天,11509,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
172,,,,nan天,15000,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11510,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
173,,,,,47000,,“蕴通财富?日增利”S款,11510,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
174,,,,,2000,交通银行广州番禺支行,蕴通财富·日增利S款,11511,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
175,,,,nan天,23000,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11513,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
176,,,,,45000,,“蕴通财富?日增利”S款,11513,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
177,,,,2天,10000,交通银行,蕴通财富·日增利32天,11513,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
178,,,,nan天,3000,中信银行,中信理财之共赢保本周期182天理财产品,11514,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
179,,,,2天,9000,交通银行,蕴通财富·日增利92天,11514,河南恒星科技股份有限公司,银行理财产品,自有资金,公司本身,否
180,,,,nan天,10000,中信建投证券股份有限公司,中信建投收益凭证“固收鑫·稳享”【1006号】-14天,11556,林医药集团股份有限公司,证券公司理财产品,自有资金,公司本身,否
181,,,,nan天,3000,兴业银行,兴业银行“金雪球-优悦”保本开放人民币理财产品(3M),11557,林医药集团股份有限公司,银行理财产品,自有资金,公司本身,否
182,,,,nan天,7500,中信建投证券股份有限公司,中信建投收益凭证“固收鑫·稳享”【804号】-34天,11558,林医药集团股份有限公司,证券公司理财产品,自筹资金,公司本身,否
183,,,,,3000,中国银河证券股份有限公司,“银河金山”收益凭证1966期,11558,林医药集团股份有限公司,证券公司理财产品,自筹资金,公司本身,否
184,,,,nan天,5000,中信建投证券股份有限公司,中信建投收益凭证“固收鑫·稳享”【619号】-98天,11559,林医药集团股份有限公司,证券公司理财产品,自有资金,公司本身,否
185,,,,nan天,10000,中信建投证券股份有限公司,中信建投收益凭证“固收鑫·稳享”【576号】-90天,11560,林医药集团股份有限公司,证券公司理财产品,自有资金,控股参股公司,否
186,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11562,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
187,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11563,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
188,,,,nan天,7000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11564,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
189,2019-04-15,2019-04-15,,,10000,浦发银行,财富班车进取3号理财产品,11566,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
190,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11567,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
191,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11568,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
192,2019-01-28,2019-01-28,,,6000,浦发银行,利多多悦盈利之364天计划,11569,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
193,,,,nan天,12000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11570,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
194,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11571,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
195,,,,nan天,5000,青岛银行,青岛银行“速决速胜”人民币公司理财产品,11572,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
196,,,,nan天,6000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11573,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
197,2018-10-17,2018-10-17,,,7000,威海商行,稳健成长(2018)178期理财产品,11574,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
198,,,,2天,10000,浦发银行,利多多悦盈利182天计划理财产品,11575,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
199,,,,nan天,,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11575,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
200,2018-09-13,2018-09-13,,,4000,威海商行,稳健成长(2018)157期理财产品,11576,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
201,,,,nan天,5000,中信银行,中信理财之共赢稳健周期91天(尊享)理财产品,11576,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
202,,,,,5000,浦发银行,财富班车进取之新客理财产品,11577,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
203,,,,,,浦发银行,财富班车进取之新客理财产品,11578,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
204,,,,nan天,,中信银行,中信理财之共赢保本天天快车B款人民币理财产品,11579,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
205,,,,nan天,3500,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11580,山东威达机械股份有限公司,银行理财产品,自筹资金,公司本身,否
206,,,,nan天,,中信银行,中信理财之共赢保本周期182天理财产品,11580,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
207,,,,nan天,,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,11581,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
208,,,,nan天,,中信银行,中信理财之共赢利率结构17519期人民币结构性理财产品,11583,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
209,,,,31天,2500,威海商行,机构特约(2017)27期,11584,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
210,,,,91天,,交通银行,“蕴通财富·日增利91天”理财产品,11585,山东威达机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
211,,,,90天,,交通银行,“蕴通财富·日增利90天”理财产品,11586,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
212,,,,91天,,交通银行,“蕴通财富·日增利91天”理财产品,11588,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
213,2016-07-20,2016-07-20,,,4400,中信银行,共赢保本步步高升B款理财产品,11589,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
214,,,,nan天,,,共赢稳健步步高升B款理财产品,11589,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
215,2016-07-20,2016-07-20,,,,中信银行,共赢保本步步高升B款理财产品,11590,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
216,,,,85天,1000,交通银行,“蕴通财富·日增利85天”理财产品,11591,山东威达机械股份有限公司,银行理财产品,自有资金,公司本身,否
217,,,,27天,9000,威海商行,“机构特约(2016)15期”,11592,山东威达机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
218,2016-05-06,2016-05-06,,,8000,威海商行,“机构特约(2016)11期”,11593,山东威达机械股份有限公司,银行理财产品,自筹资金,控股参股公司,否
219,,,,34天,10800,交通银行,“蕴通财富·日增利34天”理财产品,11593,山东威达机械股份有限公司,银行理财产品,自筹资金,公司本身,否
220,,,,24天,10000,威海商行,“机构特约(2016)12期”,11594,山东威达机械股份有限公司,银行理财产品,自筹资金,公司本身,否
221,,,,91天,10000,交通银行,“蕴通财富·日增利91天”人民币对公理财产品,11596,山东威达机械股份有限公司,银行理财产品,自筹资金,公司本身,否
222,,,,91天,8000,威海商行,“机构特约(2016)02期”,11597,山东威达机械股份有限公司,银行理财产品,自有资金,控股参股公司,否
223,,,,nan天,4200,平安银行,平安银行对公结构性存款(100%保本挂钩利率)产品,11598,珠海润都制药股份有限公司,结构性存款,自有资金,公司本身,否
224,,,,,1600,工商银行,工银理财保本型“随心E”(定向)2017年第3期,11598,珠海润都制药股份有限公司,银行理财产品,自有资金,公司本身,否
225,,,,,1900,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,11599,珠海润都制药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
226,,,,nan天,9000,平安银行,平安银行对公结构性存款(100%保本挂钩利率)产品,11600,珠海润都制药股份有限公司,结构性存款,自筹资金,公司本身,否
227,,,,,3000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,11601,珠海润都制药股份有限公司,银行理财产品,自有资金,公司本身,否
228,,,,,4000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,11601,珠海润都制药股份有限公司,银行理财产品,自有资金,公司本身,否
229,,,,nan天,4500,平安银行广州分行营业部,平安银行对公结构性存款(100%保本挂钩利率)产品,11602,珠海润都制药股份有限公司,结构性存款,自筹资金,公司本身,否
230,,,,,5000,中国工商银行股份有限公司,工银理财保本型“随心E”(定向)2017年第3期,11603,珠海润都制药股份有限公司,银行理财产品,自筹资金,控股参股公司,否
231,,,,nan天,10000,平安银行广州分行营业部,平安银行对公结构性存款(100%保本挂钩利率)产品,11604,珠海润都制药股份有限公司,结构性存款,自筹资金,公司本身,否
